,name,country,sport,substance,webpage,date_of_birth,longitude,latitude
565,Mohammad Hanif,Pakistan,Bodybuilding,,/w/index.php?title=Mohammad_Hanif_(bodybuilder)&action=edit&redlink=1,,71.247499,30.3308401
566,Jessica Hardy,United States,Swimming,clenbuterol,/wiki/Jessica_Hardy,1987-03-12,,
567,Badr Hari,Morocco,Kickboxing,,/wiki/Badr_Hari,1984-12-08,-7.3362482,31.1728205
568,Brad Harman,Australia,Baseball,failing to advise authorities of whereabouts,/wiki/Brad_Harman,1985-11-19,134.755,-24.7761086
569,Justin Harrison,England,Rugby,,/wiki/Justin_Harrison,1974-04-20,,
570,Rodney Harrison,United States,American football,human growth hormone,/wiki/Rodney_Harrison,1972-12-15,,
571,Matthew Hart,New Zealand,Cricket,cannabis,/wiki/Matthew_Hart,1972-05-16,,
572,Naira Harutyunyan,Armenia,Weightlifting,stanozolol,/w/index.php?title=Naira_Harutyunyan&action=edit&redlink=1,,44.6736646,40.7696272
573,Raza Hasan,Pakistan,Cricket,,/wiki/Raza_Hasan,1992-07-08,71.247499,30.3308401
574,Ricky Hatton,United Kingdom,Boxing,cocaine,/wiki/Ricky_Hatton,1978-10-06,,
575,Gareth Head,Canada,Water polo,cannabis,/w/index.php?title=Gareth_Head&action=edit&redlink=1,,-107.991707,61.0666922
576,Troy Hearfield,Australia,Football (soccer),recreational drugs,/wiki/Troy_Hearfield,1987-10-31,134.755,-24.7761086
577,Edwin Hedberg,Sweden,Ice hockey,sibutramine,/wiki/Edwin_Hedberg,1994-01-29,14.5208584,59.6749712
578,Yepremyan Heghine,Armenia,Weightlifting,metandienone,/w/index.php?title=Yepremyan_Heghine&action=edit&redlink=1,,44.6736646,40.7696272
579,Christian Henn,Germany,Cycling,erythropoietin,/wiki/Christian_Henn,1964-02-01,10.4478313,51.1638175
580,Roberto Heras,Spain,Cycling,erythropoietin,/wiki/Roberto_Heras,1974-02-01,-4.8379791,39.3260685
581,Aleksandra Herasimenia,Belarus,Swimming,nandrolone,/wiki/Aleksandra_Herasimenia,1985-12-31,27.6971358,53.4250605
582,Félix Heredia,Dominican Republic,Baseball,steroids,/wiki/F%C3%A9lix_Heredia,1975-06-18,,
583,Keith Hernandez,United States,Baseball,cocaine,/wiki/Keith_Hernandez,1953-10-20,,
584,Vanessa Hernandez,France,Water polo,cannabis,/w/index.php?title=Vanessa_Hernandez&action=edit&redlink=1,,1.8883335,46.603354
585,Pascal Herve,France,Cycling,erythropoietin,/wiki/Pascal_Herve,1964-07-13,1.8883335,46.603354
586,Kelly Heuchen,Australia,Swimming,refusal to submit to doping test,/w/index.php?title=Kelly_Heuchen&action=edit&redlink=1,,134.755,-24.7761086
587,Alex Higgins,United Kingdom,Snooker,avoided test by disruption,/wiki/Alex_Higgins,1949-03-18,,
588,René Higuita,Colombia,Football (soccer),cocaine,/wiki/Ren%C3%A9_Higuita,1966-08-27,-72.9088133,4.099917
589,Giorgos Himonetos,Greece,Cycling,steroid,/w/index.php?title=Giorgos_Himonetos&action=edit&redlink=1,,21.9877132,38.9953683
590,Martina Hingis,Switzerland,Tennis,cocaine,/wiki/Martina_Hingis,1980-09-30,8.2319736,46.7985624
591,Shane Hmiel,United States,Auto racing,"cocaine,cannabis",/wiki/Shane_Hmiel,1980-05-15,,
592,Thnat Zin Hnin,Myanmar,Weightlifting,,/w/index.php?title=Thnat_Zin_Hnin&action=edit&redlink=1,,95.9999652,17.1750495
593,Anh Hoang,Vietnam,Weightlifting,oxilfrine,/w/index.php?title=Anh_Hoang&action=edit&redlink=1,,107.9650855,15.9266657
594,Aad van den Hoek,Netherlands,Cycling,coramine,/wiki/Aad_van_den_Hoek,1951-10-14,5.541246849406163,52.24764975
595,Gareth Hock,England,Rugby League,"cocaine,benzoylecgonine",/wiki/Gareth_Hock,1983-09-05,,
596,Corran Hocking,Australia,Weightlifting,benzylpiperazine,/wiki/Corran_Hocking,1980-07-29,134.755,-24.7761086
597,Mary Hofer,United States,Swimming,refusal to submit to doping test,/w/index.php?title=Mary_Hofer&action=edit&redlink=1,,,
598,Jörg Hoffmann (swimmer),East Germany,Swimming,turinabol,/wiki/J%C3%B6rg_Hoffmann_(swimmer),1970-01-29,,
599,Detlef Hofmann,Germany,Canoeing,,/wiki/Detlef_Hofmann,,10.4478313,51.1638175
600,Gudrun Høie,Norway,Wrestling,failure to reveal whereabouts,/wiki/Gudrun_H%C3%B8ie,1970-07-13,8.7876653,61.1529386
601,Dusan Holas,Slovakia,Water polo,hydrochlorothiazide,/w/index.php?title=Dusan_Holas&action=edit&redlink=1,,19.4528646,48.7411522
602,Al Holland,United States,Baseball,cocaine,/wiki/Al_Holland,1952-08-16,,
603,Brian Holm,Denmark,Cycling,erythropoietin,/wiki/Brian_Holm,1962-10-02,10.3333283,55.670249
604,Danilo Hondo,Germany,Cycling,carphedon,/wiki/Danilo_Hondo,1974-01-04,10.4478313,51.1638175
605,Mariano Hood,Argentina,Tennis,finasteride,/wiki/Mariano_Hood,1973-08-14,-64.9672817,-34.9964963
606,Fader Hosni,Palestine,Weightlifting,metandienone,/w/index.php?title=Fader_Hosni&action=edit&redlink=1,,,
607,Camille Houdayer,France,Swimming,cannabis,/w/index.php?title=Camille_Houdayer&action=edit&redlink=1,,1.8883335,46.603354
608,Peter Howe,United Kingdom,Bobsleigh,failure to submit to doping test,/w/index.php?title=Peter_Howe(Bobsleigh)&action=edit&redlink=1,,,
609,Rodney Howe,Australia,Rugby league,stanazolol,/wiki/Rodney_Howe,1973-01-31,134.755,-24.7761086
610,Steve Howe,United States,Baseball,cocaine,/wiki/Steve_Howe_(baseball),1958-03-10,,
611,Gemma Howells,United Kingdom,Swimming,pseudoephedrine,/w/index.php?title=Gemma_Howells&action=edit&redlink=1,,,
612,Miguel Hoyos,Bolivia,Football (soccer),dexamethasone,/wiki/Miguel_Hoyos,1981-03-11,-64.9912286,-17.0568696
613,Tatsiana Hramyka,Belarus,Weightlifting,,/wiki/Tatsiana_Hramyka,,27.6971358,53.4250605
614,Jan Hruška,Czech Republic,Cycling,,/wiki/Jan_Hru%C5%A1ka,1975-02-04,,
615,Mustafa Hshad,Libya,Weightlifting,metandienone,/w/index.php?title=Mustafa_Hshad&action=edit&redlink=1,,18.1236723,26.8234472
616,Huang Tzu-Ching,Chinese Taipei,Weightlifting,metandienone,/w/index.php?title=Huang_Tzu-Ching&action=edit&redlink=1,,,
617,Hu Bin,China,Swimming,,/wiki/Hu_Bin,,104.999927,35.000074
618,Hu Shaozhi,China,Swimming,clenbuterol,/w/index.php?title=Hu_Shaozhi&action=edit&redlink=1,,104.999927,35.000074
619,Ryan Hudson,United Kingdom,Rugby league,stanozolol,/wiki/Ryan_Hudson,1979-11-20,,
620,Jaime Huelamo,Spain,Cycling,,/wiki/Jaime_Huelamo,1948-11-17,-4.8379791,39.3260685
621,Brent Hughes,United Kingdom,Ice hockey,furosemide,/w/index.php?title=Brent_Hughes_(ice_hockey_b._1982)&action=edit&redlink=1,,,
622,Liao Hui,China,Weightlifting,"boldenone,androstatrienedione",/wiki/Liao_Hui_(weightlifter),1987-10-05,104.999927,35.000074
623,Daniela Hunger,East Germany,Swimming,anabolic steroids,/wiki/Daniela_Hunger,1972-03-20,,
624,Gary Hunt,England,Diving,cannabis,/wiki/Gary_Hunt,1984-06-11,,
625,Mohd Husein,Afghanistan,Weightlifting,methandienone,/w/index.php?title=Mohd_Husein&action=edit&redlink=1,,66.2385139,33.7680065
626,Ondřej Hutník,Czech Republic,Kickboxing,hydroxystanozolol,/wiki/Ond%C5%99ej_Hutn%C3%ADk,1983-02-19,,
627,Martin Hvastija,Slovenia,Cycling,,/wiki/Martin_Hvastija,1969-11-30,14.8153333,46.1199444
628,Christos Iakovou,Greece,Weightlifting,steroids,/wiki/Christos_Iakovou,1948-04-12,21.9877132,38.9953683
629,Iryna Iarosh,Ukraine,Rowing,numerous banned substances,/w/index.php?title=Iryna_Iarosh&action=edit&redlink=1,,31.2718321,49.4871968
630,Jazmin Ibeth,Mexico,Weightlifting,,/w/index.php?title=Jazmin_Ibeth&action=edit&redlink=1,,-102.0077097,23.6585116
631,Sarmadm Idrees,Iraq,Weightlifting,metandienone,/w/index.php?title=Sarmadm_Idrees&action=edit&redlink=1,,44.1749775,33.0955793
632,Fernando Iglesias,Argentina,Wrestling,"clenbuterol,furosemide",/w/index.php?title=Fernando_Iglesias_(wrestler)&action=edit&redlink=1,,-64.9672817,-34.9964963
633,Glenn Ikonen,Sweden,Wheelchair curling,,/wiki/Glenn_Ikonen,,14.5208584,59.6749712
634,Babak Imcheh,Iran,Wrestling,norandrosterone,/w/index.php?title=Babak_Imcheh&action=edit&redlink=1,,54.5643516,32.6475314
635,Janne Immonen,Finland,Cross-country skiing,hes,/wiki/Janne_Immonen,1968-05-29,25.9209164,63.2467777
636,Guto Inocente,Brazil,Kickboxing,"stanozolol,anastrozole,tamoxifen and thc",/wiki/Guto_Inocente,1986-05-29,-53.2,-10.3333333
637,In Sun Hong,North Korea,Diving,furosemide,/w/index.php?title=In_Sun_Hong&action=edit&redlink=1,,,
638,Ekaterina Iourieva,Russia,Biathlon,r-epo,/wiki/Ekaterina_Iourieva,1983-06-11,97.7453061,64.6863136
639,Muzaffar Iqbal Mirza,Pakistan,Boxing,,/w/index.php?title=Muzaffar_Iqbal_Mirza&action=edit&redlink=1,,71.247499,30.3308401
640,Yusaku Iriki,Japan,Baseball,steroids,/wiki/Yusaku_Iriki,1972-08-08,139.2394179,36.5748441
641,Laurent Irish,United Kingdom,Basketball,cannabis,/w/index.php?title=Laurent_Irish&action=edit&redlink=1,,,
642,James Irvin,United States,Mixed martial arts,methadone and oxymorphone,/wiki/James_Irvin_(fighter),1978-09-12,,
643,Michael Irvin,United States,American football,cocaine,/wiki/Michael_Irvin,1966-03-05,,
644,Bala Isa,Albania,Weightlifting,,/w/index.php?title=Bala_Isa&action=edit&redlink=1,,19.9999619,41.000028
645,Anzur Ismailov,Uzbekistan,Football (soccer),cannabis,/wiki/Anzur_Ismailov,1985-04-21,63.9528098,41.32373
646,Gunduz Ismayilov,Azerbaijan,Powerlifting,stanozolol,/w/index.php?title=Gunduz_Ismayilov&action=edit&redlink=1,,47.7872508,40.3936294
647,Jari Isometsä,Finland,Cross-country skiing,hes,/wiki/Jari_Isomets%C3%A4,1968-09-11,25.9209164,63.2467777
648,Mark Iuliano,Italy,Football (soccer),cocaine,/wiki/Mark_Iuliano,1973-08-12,12.674297,42.6384261
649,Dobri Ivanov,Bulgaria,Wrestling,"methandienone,clenbuterol",/wiki/Dobri_Ivanov,1964-11-22,25.4856617,42.6073975
650,Anastasia Ivanenko,Russia,Swimming,furosemide,/w/index.php?title=Anastasia_Ivanenko&action=edit&redlink=1,,97.7453061,64.6863136
651,Ivan Ivanov,Bulgaria,Weightlifting,furosemide,/wiki/Ivan_Ivanov_(weightlifter),1971-08-27,25.4856617,42.6073975
652,Ksenia Ivlieva,Russia,Swimming,furosemide,/w/index.php?title=Ksenia_Ivlieva&action=edit&redlink=1,,97.7453061,64.6863136
653,McKnee Ivorn,Barbados,Weightlifting,"t/e 9,6",/w/index.php?title=McKnee_Ivorn&action=edit&redlink=1,,-59.5250305,13.1500331
654,Ince Izzet,Turkey,Weightlifting,methandienone,/w/index.php?title=Ince_Izzet&action=edit&redlink=1,,34.9249653,38.9597594
655,Shayna Jack,Australia,Swimming,ligandrol,/wiki/Shayna_Jack,1998-11-06,134.755,-24.7761086
656,Mette Jacobsen,Denmark,Swimming,"prednisolone,prednisone",/wiki/Mette_Jacobsen,1973-03-24,10.3333283,55.670249
657,Mahmoud Jadaan,Syria,Swimming,metenolone,/w/index.php?title=Mahmoud_Jadaan&action=edit&redlink=1,,39.0494106,34.6401861
658,Jörg Jaksche,Germany,Cycling,erythropoietin,/wiki/J%C3%B6rg_Jaksche,1976-07-23,10.4478313,51.1638175
659,Laurent Jalabert,France,Cycling,erythropoietin,/wiki/Laurent_Jalabert,1968-11-30,1.8883335,46.603354
660,Jiraporn Janchum,Thailand,Weightlifting,methandienone,/w/index.php?title=Jiraporn_Janchum&action=edit&redlink=1,,100.83273,14.8971921
661,Paulo Bruno Janeiro,Brazil,Swimming,cannabis,/w/index.php?title=Paulo_Bruno_Janeiro&action=edit&redlink=1,,-53.2,-10.3333333
662,Michal Jarczak,Poland,Gymnastics,thc,/w/index.php?title=Michal_Jarczak&action=edit&redlink=1,,19.134422,52.215933
663,Daniel Jardemyr,Sweden,Ice hockey,amphetamine,/w/index.php?title=Daniel_Jardemyr&action=edit&redlink=1,,14.5208584,59.6749712
664,Sabri Jari,Tunisia,Swimming,refusal to submit to doping test,/w/index.php?title=Sabri_Jari&action=edit&redlink=1,,9.400138,33.8439408
665,Mohammed Jassim,Iraq,Weightlifting,cortisone,/wiki/Mohammed_Jassim,1996-11-26,44.1749775,33.0955793
666,Ernst Jean-Joseph,Haiti,Football (soccer),phenmetrazine,/wiki/Ernst_Jean-Joseph,1948-06-11,-72.3570972,19.1399952
667,Leon Jeanne,Wales,Football (soccer),,/wiki/Leon_Jeanne,1980-11-17,,
668,Genevieve Jeanson,Canada,Cycling,erythropoietin,/wiki/Genevieve_Jeanson,1981-08-29,-107.991707,61.0666922
669,Brian Dalgaard Jensen,Denmark,Cycling,erythropoietin,/w/index.php?title=Brian_Dalgaard_Jensen&action=edit&redlink=1,,10.3333283,55.670249
670,Knud Enemark Jensen,Denmark,Cycling,amphetamines,/wiki/Knud_Enemark_Jensen,1936-11-30,10.3333283,55.670249
671,Aubrey Jesseau,Canada,Canadian football,stanozolol,/w/index.php?title=Aubrey_Jesseau&action=edit&redlink=1,,-107.991707,61.0666922
672,Tomas Johansson,Sweden,Sport wrestling,anabolic steroids,/wiki/Tomas_Johansson_(wrestler),1962-07-20,14.5208584,59.6749712
673,Therese Johaug,Norway,Cross-country skiing,anabolic steroid clostebol,/wiki/Therese_Johaug,1988-06-25,8.7876653,61.1529386
674,Ben Johnson,Canada,Sprinting,stanozolol,/wiki/Ben_Johnson_(Canadian_sprinter),1961-12-30,-107.991707,61.0666922
675,Gea Johnson,United States,Athletics (Hept),anabolic steroids,,,,
676,Gea Johnson,United States,Weightlifting,epitestosterone,,,,
677,Gea Johnson,United States,Cycling,modafinil,,,,
678,Willie Johnston,Scotland,Football (soccer),reactivan,/wiki/Willie_Johnston,1946-12-19,,
679,Harrison Jones,United States,Diving,cannabis,/w/index.php?title=Harrison_Jones_(diver)&action=edit&redlink=1,,,
680,Roy Jones Jr.,United States,Boxing,androstenedione,/wiki/Roy_Jones_Jr.,1969-01-16,,
681,Ahmad Joughili,Syria,Weightlifting,metandienone,/w/index.php?title=Ahmad_Joughili&action=edit&redlink=1,,39.0494106,34.6401861
682,Alberto Jose,Dominican Republic,Weightlifting,"methandienone,dehydrochlormethyltestosterone",/w/index.php?title=Alberto_Jose&action=edit&redlink=1,,,
683,Mi Naw Ju,Myanmar,Weightlifting,,/w/index.php?title=Mi_Naw_Ju&action=edit&redlink=1,,95.9999652,17.1750495
684,Rui Jorge,Portugal,Association football,budesonide,/wiki/Rui_Jorge,1973-03-27,-8.1353519,39.6621648
685,Miguel Juarez,Venezuela,Swimming,nandrolone,/wiki/Miguel_Juarez,1931-09-29,-66.1109318,8.0018709
686,Olivera Juric,Bosnia and Herzegovina,Weightlifting,metandienone,/w/index.php?title=Olivera_Juric&action=edit&redlink=1,,,
687,Ladislav Jusko,Czech Republic,Water polo,cannabis,/w/index.php?title=Ladislav_Jusko&action=edit&redlink=1,,,
688,Alina Kabaeva,Russia,Rhythmic gymnastics,furosemide,/wiki/Alina_Kabaeva,1983-05-12,97.7453061,64.6863136
689,Alimuddin Kakar,Pakistan,Weightlifting,,/w/index.php?title=Alimuddin_Kakar&action=edit&redlink=1,,71.247499,30.3308401
690,Georgios Kalogeropoulos,Greece,Swimming,cannabis,/w/index.php?title=Georgios_Kalogeropoulos&action=edit&redlink=1,,21.9877132,38.9953683
691,Mohamed Kallon,Sierra Leone,Football (soccer),nandrolone,/wiki/Mohamed_Kallon,1979-10-06,,
692,Kaspars Kambala,Latvia,Basketball,cocaine metabolite,/wiki/Kaspars_Kambala,1978-12-13,24.7537645,56.8406494
693,Ruslan Kapaev,Kyrgyzstan,Weightlifting,,/w/index.php?title=Ruslan_Kapaev&action=edit&redlink=1,,74.724091,41.5089324
694,Tovmasjan Karen,Netherlands,Weightlifting,metandienone,/w/index.php?title=Tovmasjan_Karen&action=edit&redlink=1,,5.541246849406163,52.24764975
695,Rogerio Karfunkelstein,Brazil,Swimming,stanozolol,/w/index.php?title=Rogerio_Karfunkelstein&action=edit&redlink=1,,-53.2,-10.3333333
696,Faisal Karim,Pakistan,Boxing,cannabis,/wiki/Faisal_Karim,1981-12-21,71.247499,30.3308401
697,Nauman Karim,Pakistan,Boxing,,/wiki/Nauman_Karim,,71.247499,30.3308401
698,Mario Kasun,Croatia,Basketball,cathine,/wiki/Mario_Kasun,1980-04-05,15.6575209,45.3658443
699,Kevin Kasuza,Zimbabwe,Cricket,recreational drugs,/wiki/Kevin_Kasuza,1993-06-20,29.7468414,-18.4554963
700,Sesil Karatantcheva,Bulgaria,Tennis,nandrolone,/wiki/Sesil_Karatantcheva,1989-08-08,25.4856617,42.6073975
701,Svend Karlsen,Norway,Strongmen,,/wiki/Svend_Karlsen,1967-10-06,8.7876653,61.1529386
702,Mohd Karmand,Afghanistan,Weightlifting,methandienone,/w/index.php?title=Mohd_Karmand&action=edit&redlink=1,,66.2385139,33.7680065
703,Samko Karol,Slovakia,Weightlifting,drostanolone,/w/index.php?title=Samko_Karol&action=edit&redlink=1,,19.4528646,48.7411522
704,Fetie Kasaj,Albania,Weightlifting,,/w/index.php?title=Fetie_Kasaj&action=edit&redlink=1,,19.9999619,41.000028
705,Vasiliki Kasapi,Greece,Weightlifting,"methyltrienolone,buprenorphine",/wiki/Vasiliki_Kasapi,1983-03-22,21.9877132,38.9953683
706,Andrey Kashechkin,Kazakhstan,Cycling,blood doping,/wiki/Andrey_Kashechkin,1980-03-21,66.7780818,48.1012954
707,Asmaa Kataria,Egypt,Swimming,ephedrine,/w/index.php?title=Asmaa_Kataria&action=edit&redlink=1,,29.2675469,26.2540493
708,Mohamed Katir,Spain,Athletics,3 whereabouts failures in a 12-month period and tampering with an anti-doping investigation,/wiki/Mohamed_Katir,1998-02-17,-4.8379791,39.3260685
709,Gursharanpreet Kaur,India,Wrestling,methylhexaneamine,/w/index.php?title=Gursharanpreet_Kaur&action=edit&redlink=1,,78.6677428,22.3511148
710,Valeriya Kaverina,Russia,Weightlifting,metandienone,/w/index.php?title=Valeriya_Kaverina&action=edit&redlink=1,,97.7453061,64.6863136
711,Devi Kavita,India,Weightlifting,metandienone,/wiki/Devi_Kavita,1986-09-20,78.6677428,22.3511148
712,Valery Kaykov,Russia,Cycling,gw501516,/wiki/Valery_Kaykov,1988-05-07,97.7453061,64.6863136
713,Kboi,Vietnam,Weightlifting,"testosterone,epitestosterone",/w/index.php?title=Kboi&action=edit&redlink=1,,107.9650855,15.9266657
714,Zoltan Kecskes,Hungary,Weightlifting,,/wiki/Zoltan_Kecskes,1974-07-14,19.5060937,47.1817585
715,Lachlan Keeffe,Australia,Australian rules football,clenbuterol,/wiki/Lachlan_Keeffe,1990-04-14,134.755,-24.7761086
716,Ronwin Kelly,South Africa,Rugby union (former bodybuilder),nandrolone,/w/index.php?title=Ronwin_Kelly&action=edit&redlink=1,,,
717,Robert Kendrick,United States,Tennis,methylhexaneamine,/wiki/Robert_Kendrick,1979-11-15,,
718,Daniel Kenedy,Portugal,Football (soccer),furosemide,/wiki/Daniel_Kenedy,1974-02-18,-8.1353519,39.6621648
719,Martin Kennedy,Australia,Rugby League,"sarms,growth hormone,chorionic gonadotrophin,insulin",/wiki/Martin_Kennedy_(rugby_league),1989-02-20,134.755,-24.7761086
720,Paddy Kenny,Ireland,Football (soccer),ephedrine,/wiki/Paddy_Kenny,1978-05-17,-7.9794599,52.865196
721,David Kerkhoffs,Belgium,Swimming,cannabinoids,/w/index.php?title=David_Kerkhoffs&action=edit&redlink=1,,4.6667145,50.6402809
722,Jason Kerr,Canada,Bobsleigh,"boldenone,nandrolone,testosterone,trenbolone",/w/index.php?title=Jason_Kerr_(bobsleigh)&action=edit&redlink=1,,-107.991707,61.0666922
723,Paul-Alain Kersale,France,Swimming,cannabinoids,/w/index.php?title=Paul-Alain_Kersale&action=edit&redlink=1,,1.8883335,46.603354
724,Matthias Kessler,Germany,Cycling,testosterone,/wiki/Matthias_Kessler,1979-05-16,10.4478313,51.1638175
725,El Maoui Khalil,Tunisia,Weightlifting,methylhexaneamine,/w/index.php?title=El_Maoui_Khalil&action=edit&redlink=1,,9.400138,33.8439408
726,Naglaa Hamed Khallaf,Egypt,Weightlifting,stanozolol,/w/index.php?title=Naglaa_Hamed_Khallaf&action=edit&redlink=1,,29.2675469,26.2540493
727,Vitaliy Khan,Kazakhstan,Swimming,cannabis,/wiki/Vitaliy_Khan,1985-09-04,66.7780818,48.1012954
728,Masuam Khatri,India,Wrestling,methylhexaneamine,/w/index.php?title=Masuam_Khatri&action=edit&redlink=1,,78.6677428,22.3511148
729,Praeonapa Khenjantuek,Thailand,Weightlifting,metandienone,/w/index.php?title=Praeonapa_Khenjantuek&action=edit&redlink=1,,100.83273,14.8971921
730,Nan Aye Khine,Myanmar,Weightlifting,steroids,/wiki/Nan_Aye_Khine,,95.9999652,17.1750495
731,Natalia Khlestkina,Romania,Weightlifting,metenolone,/wiki/Natalia_Khlestkina,1992-04-23,24.6859225,45.9852129
732,Bahodur Kholov,Tajikistan,Weightlifting,nandrolone,/w/index.php?title=Bahodur_Kholov&action=edit&redlink=1,,70.8156541,38.6281733
733,Yaroslav Khoma,Ukraine,Football (soccer),,/wiki/Yaroslav_Khoma,1974-02-17,31.2718321,49.4871968
734,Albina Khomich,Russia,Weightlifting,anabolic steroids,/w/index.php?title=Albina_Khomich&action=edit&redlink=1,,97.7453061,64.6863136
735,Yekaterina Khoroshikh,Russia,Hammer throwing,,/wiki/Yekaterina_Khoroshikh,,97.7453061,64.6863136
736,Natalya Khudyakova,Ukraine,Swimming,stanozolol,/w/index.php?title=Natalya_Khudyakova&action=edit&redlink=1,,31.2718321,49.4871968
737,Oksana Khvostenko,Ukraine,Biathlon,,/wiki/Oksana_Khvostenko,,31.2718321,49.4871968
738,Zbyszko Kienast,United Kingdom,Weightlifting,testosterone,/w/index.php?title=Zbyszko_Kienast&action=edit&redlink=1,,,
739,Rotson Kilambe,Zambia,Football (soccer),cannabis,/wiki/Rotson_Kilambe,,27.5589884,-14.5189121
740,Kazbek Kilou,Belarus,Wrestling,metenolone,/w/index.php?title=Kazbek_Kilou&action=edit&redlink=1,,27.6971358,53.4250605
